iter	RMSE
497	2.846975427
498	2.846451013
499	2.846344077
500	2.84631713
501	2.846013779
502	2.845834053
503	2.845389378
504	2.844968544
505	2.844746408
506	2.844520971
507	2.844361132
508	2.844266579
509	2.843479398
510	2.843224918
511	2.843050146
512	2.842948147
513	2.842922504
514	2.842772757
515	2.84226424
516	2.842139817
517	2.8420323
518	2.841885343
519	2.841364101
520	2.84124502
521	2.840851807
522	2.840708379
523	2.840478692
524	2.840184981
525	2.83963564
526	2.839532456
527	2.838945491
528	2.838756524
529	2.83856963
530	2.838335757
531	2.83802413
532	2.837515087
533	2.837276261
534	2.837132377
535	2.837088773
536	2.836976149
537	2.836856017
538	2.836754655
539	2.836641373
540	2.83646595
541	2.836288952
542	2.835918424
543	2.835789447
544	2.835642607
545	2.835387116
546	2.834823485
547	2.834684457
548	2.834538701
549	2.834369285
550	2.834135099
551	2.833912415
552	2.833789126
553	2.833144036
554	2.833038881
555	2.832621632
556	2.832393697
557	2.832284143
558	2.832219029
559	2.832059836
560	2.831833156
561	2.831666112
562	2.830924876
563	2.830767504
564	2.830622797
565	2.83039363
566	2.830312838
567	2.830059064
568	2.829729118
569	2.829461262
570	2.829347793
571	2.829219574
572	2.829075326
573	2.828854445
574	2.828728261
575	2.82851913
576	2.82837544
577	2.828273532
578	2.827923947
579	2.827690944
580	2.827411941
581	2.827143244
582	2.82677347
583	2.826678199
584	2.826613522
585	2.826472993
586	2.826424382
587	2.82610348
588	2.825555671
589	2.825440168
590	2.825326902
591	2.825179315
592	2.824809085
593	2.824656506
594	2.824334654
595	2.823916731
596	2.823752175
597	2.823642398
598	2.823436022
599	2.823220551
600	2.823084188
601	2.822920547
602	2.822500556
603	2.822282235
604	2.822213479
605	2.821802074
606	2.821615512
607	2.821498547
608	2.821020765
609	2.820582711
610	2.820404378
611	2.819881658
612	2.819782512
613	2.819597798
614	2.819376475
615	2.819300597
616	2.818850713
617	2.818680512
618	2.818581922
619	2.818088402
620	2.8175834
621	2.817418
622	2.817163073
623	2.816622498
624	2.816457946
625	2.816324314
626	2.81616851
627	2.815948688
628	2.815693354
629	2.815336193
630	2.814136177
631	2.813349114
632	2.812457479
633	2.812254069
634	2.811797923
635	2.811629888
636	2.811420735
637	2.811276274
638	2.811056389
639	2.810977289
640	2.810607018
641	2.810496252
642	2.810374521
643	2.810312935
644	2.810157698
645	2.809772962
646	2.809510341
647	2.809261611
648	2.809033312
649	2.808903299
650	2.808707405
651	2.808559679
652	2.808457143
653	2.808232166
654	2.808053782
655	2.80787585
656	2.807788782
657	2.807685384
658	2.807501775
659	2.807327814
660	2.807184466
661	2.807074147
662	2.806919858
663	2.8065198
664	2.806304902
665	2.806182621
666	2.806042
667	2.805901274
668	2.805776961
669	2.805323278
670	2.805163843
671	2.804974141
672	2.80484912
673	2.804730878
674	2.804590263
675	2.804386486
676	2.804261426
677	2.804098067
678	2.804038952
679	2.80391785
680	2.803494799
681	2.803373019
682	2.803260241
683	2.80304074
684	2.802962084
685	2.802804945
686	2.802698715
687	2.802445984
688	2.802276835
689	2.802200871
690	2.802046032
691	2.80183063
692	2.801712153
693	2.801655613
694	2.801582031
695	2.801454385
696	2.801147271
697	2.800991881
698	2.800731188
699	2.800599375
700	2.800413944
701	2.800345229
702	2.800046889
703	2.79965298
704	2.799572149
705	2.799471818
706	2.799113964
707	2.79874982
708	2.798561737
709	2.798224838
710	2.798095663
711	2.797865389
712	2.797674924
713	2.797489494
714	2.797272357
715	2.796923043
716	2.79680107
717	2.796728127
718	2.796421337
719	2.796064641
720	2.795920267
721	2.795833982
722	2.795680963
723	2.79560946
724	2.795493281
725	2.795374249
726	2.795239309
727	2.794389267
728	2.794268069
729	2.794072117
730	2.793934587
731	2.793789794
732	2.79360516
733	2.793208244
734	2.792632443
735	2.79193752
736	2.791790037
737	2.791398297
738	2.791294615
739	2.791184552
740	2.790953738
741	2.790792058
742	2.790582493
743	2.790293978
744	2.790063558
745	2.78997292
746	2.789861909
747	2.789776218
748	2.789480462
749	2.789361985
750	2.789294144
751	2.789128601
752	2.788979836
753	2.788874422
754	2.788824794
755	2.788487049
756	2.788330778
757	2.788145677
758	2.787578978
759	2.78745944
760	2.787353595
761	2.787295816
762	2.787028192
763	2.786801434
764	2.786715713
765	2.786587369
766	2.786534588
767	2.786388794
768	2.786281289
769	2.78614681
770	2.786029159
771	2.785598567
772	2.785098964
773	2.784967919
774	2.784700169
775	2.784606359
776	2.784087662
777	2.783947774
778	2.783638097
779	2.783346641
780	2.782960424
781	2.782855756
782	2.78206963
783	2.781984189
784	2.781397423
785	2.781249481
786	2.781013303
787	2.780884943
788	2.780758144
789	2.78063555
790	2.780425744
791	2.780384207
792	2.78022974
793	2.780037178
794	2.779443364
795	2.77912142
796	2.778742687
797	2.778242907
798	2.778118286
799	2.777927576
800	2.777820206
801	2.777545645
802	2.777501702
803	2.777209014
804	2.77708816
805	2.77698596
806	2.776880356
807	2.776818083
808	2.776715662
809	2.776534632
810	2.776486556
811	2.776340714
812	2.77600892
813	2.775762521
814	2.775635973
815	2.775509092
816	2.774822568
817	2.774660138
818	2.774562487
819	2.773860622
820	2.77364376
821	2.773352202
822	2.773197041
823	2.772983303
824	2.7729016
825	2.77282839
826	2.772740107
827	2.772609085
828	2.772361602
829	2.771950086
830	2.771744221
831	2.771619584
832	2.771469183
833	2.771299466
834	2.771100263
835	2.770997751
836	2.76995679
837	2.769734018
838	2.769535857
839	2.769225543
840	2.768669224
841	2.768513356
842	2.768410724
843	2.768244197
844	2.767836214
845	2.767309002
846	2.767136219
847	2.766113877
848	2.765764602
849	2.765380599
850	2.765173394
851	2.764963225
852	2.764802012
853	2.764684144
854	2.764500541
855	2.764363341
856	2.764208038
857	2.764061483
858	2.76395382
859	2.763216137
860	2.762648034
861	2.762568425
862	2.762440412
863	2.761182159
864	2.761073961
865	2.760946131
866	2.760883264
867	2.76016803
868	2.760074779
869	2.759884926
870	2.75955995
871	2.759452096
872	2.75930423
873	2.759206236
874	2.759168205
875	2.758798641
876	2.758603837
877	2.758193253
878	2.758059723
879	2.757917523
880	2.757808803
881	2.757607564
882	2.757449191
883	2.757288042
884	2.757134873
885	2.757018274
886	2.75691379
887	2.756710011
888	2.756535688
889	2.756147301
890	2.755960279
891	2.755860558
892	2.755746027
893	2.755571175
894	2.755360471
895	2.755287938
896	2.755123428
897	2.754977588
898	2.754572634
899	2.75438547
900	2.754253036
901	2.75409077
902	2.754000461
903	2.753543624
904	2.753383355
905	2.753239571
906	2.753054187
907	2.752629678
908	2.752490732
909	2.75242961
910	2.752282578
911	2.752255537
912	2.75204052
913	2.751929135
914	2.751748881
915	2.751534754
916	2.751380644
917	2.751212103
918	2.751098119
919	2.750602708
920	2.75045123
921	2.749881239
922	2.749716663
923	2.749589557
924	2.749510664
925	2.749367166
926	2.749328579
927	2.749209524
928	2.7491211
929	2.748904631
930	2.748820015
931	2.748647392
932	2.748444154
933	2.748342317
934	2.748223039
935	2.748081954
936	2.748046473
937	2.747974114
938	2.747827989
939	2.747725749
940	2.747546677
941	2.747399929
942	2.747312708
943	2.747193861
944	2.747147312
945	2.747047229
946	2.746880478
947	2.746610861
948	2.746501425
949	2.74556555
950	2.745181701
951	2.745058064
952	2.744873337
953	2.744314036
954	2.744257053
955	2.743836616
956	2.74377863
957	2.743126989
958	2.743094369
959	2.742857564
960	2.742705086
961	2.742529495
962	2.742129956
963	2.741556884
964	2.741276835
965	2.741229923
966	2.741064268
967	2.740427642
968	2.73992919
969	2.739789051
970	2.739734334
971	2.739529902
972	2.739362685
973	2.739135287
974	2.739061898
975	2.738613311
976	2.738333969
977	2.738089244
978	2.737900508
979	2.737755999
980	2.737666212
981	2.737539196
982	2.737365092
983	2.736959998
984	2.736797938
985	2.736531249
986	2.736200809
987	2.736167724
988	2.736012011
989	2.735925902
990	2.735868841
991	2.735739026
992	2.735195551
993	2.734808507
994	2.734728166
995	2.734584341
996	2.734296002
997	2.734115186
998	2.734028614
999	2.733904945
