iter	Logloss
157	0.3411413302
158	0.3400723146
159	0.3390900649
160	0.3375755002
161	0.3366743334
162	0.335337195
163	0.3344069027
164	0.3335269338
165	0.3325965185
166	0.3318210879
167	0.3307112455
168	0.3294069838
169	0.3284723682
170	0.3274541527
171	0.3266986834
172	0.3257463121
173	0.3252324168
174	0.32414147
175	0.3231064784
176	0.32189869
177	0.3208361853
178	0.3197553405
179	0.3185504614
180	0.3179746328
181	0.3171796046
182	0.3165423436
183	0.3158283756
184	0.3150973754
185	0.314350482
186	0.3137154283
187	0.3128438298
188	0.3120539491
189	0.3111449601
190	0.310095569
191	0.3093039017
192	0.3087926856
193	0.307939124
194	0.3074145383
195	0.3066465553
196	0.3060089179
197	0.3053947292
198	0.3045642151
199	0.3037424126
200	0.3026785158
201	0.3019008983
202	0.3010570547
203	0.3005423667
204	0.2994820654
205	0.2989182439
206	0.298277177
207	0.2973650156
208	0.2965659117
209	0.2956890752
210	0.2951020063
211	0.2943394536
212	0.2936988042
213	0.2931206435
214	0.2924500512
215	0.2918524627
216	0.2912361012
217	0.2906702587
218	0.2899136719
219	0.2891127734
220	0.2884452953
221	0.2878053216
222	0.286879796
223	0.286230891
224	0.2855346357
225	0.2842500655
226	0.2833589683
227	0.2826474312
228	0.2819597622
229	0.2811974496
230	0.2804686919
231	0.280007458
232	0.2794233017
233	0.2786431093
234	0.278072405
235	0.27768382
236	0.2767575749
237	0.2764202818
238	0.2756401377
239	0.2748967711
240	0.2741671295
241	0.2733390013
242	0.2725925391
243	0.2720006106
244	0.2715201751
245	0.2707230847
246	0.2701008836
247	0.2697153267
248	0.2690057189
249	0.2684552779
250	0.26810587
251	0.2673170363
252	0.2666893159
253	0.2662713456
254	0.2657419526
255	0.2650407459
256	0.2645969012
257	0.2639378672
258	0.2634458509
259	0.2629529644
260	0.2623570597
261	0.2616678943
262	0.2609341947
263	0.2601200117
264	0.2597414843
265	0.2590529413
266	0.2587055523
267	0.2583120347
268	0.2577729544
269	0.2574249028
270	0.2571013331
271	0.2566606251
272	0.2562847165
273	0.2558522917
274	0.255420425
275	0.255145697
276	0.2545983616
277	0.2540407642
278	0.2533692402
279	0.2529163498
280	0.2524273352
281	0.2516958642
282	0.251212281
283	0.2506474399
284	0.2502492155
285	0.2496938975
286	0.2492468313
287	0.2487795298
288	0.2483166044
289	0.2479883548
290	0.2474759493
291	0.2467924549
292	0.2459747154
293	0.2455196732
294	0.2448649362
295	0.2441746194
296	0.2438716339
297	0.2435514411
298	0.2429285698
299	0.2426491915
300	0.2421951129
301	0.241592839
302	0.2406647601
303	0.2403618229
304	0.2400492474
305	0.2395494495
306	0.2390834945
307	0.2384482748
308	0.2379272385
309	0.2376058475
310	0.2372059652
311	0.2363531941
312	0.236136264
313	0.2356476267
314	0.2353715485
315	0.2350946676
316	0.2346874118
317	0.2342442543
318	0.2337068671
319	0.2334160475
320	0.2328474796
321	0.2323376731
322	0.2317937508
323	0.23141474
324	0.2309555134
325	0.2305738333
326	0.230149379
327	0.2297746602
328	0.2293949847
329	0.2290385198
330	0.2285880812
331	0.2283247495
332	0.2278803708
333	0.2271742815
334	0.2266876687
335	0.2264000161
336	0.2261412232
337	0.2256766552
338	0.2251824646
339	0.2250014615
340	0.2245596823
341	0.2241951282
342	0.22372247
343	0.2235489023
344	0.2230782311
345	0.2227187794
346	0.2225003006
347	0.2220305188
348	0.2215273787
349	0.2211562587
350	0.2207724032
351	0.2204797933
352	0.2201698376
353	0.2197068941
354	0.2195292415
355	0.2191274941
356	0.2188631829
357	0.2185781513
358	0.2181328628
359	0.2180370026
360	0.2178271234
361	0.2176023282
362	0.2173403666
363	0.2168777939
364	0.2164642075
365	0.2161722095
366	0.2156496729
367	0.2152886231
368	0.2150456109
369	0.2146972072
370	0.2141756116
371	0.2136618476
372	0.2134668052
373	0.2130735168
374	0.2125829249
375	0.2122477255
376	0.2119988011
377	0.2117338049
378	0.2115051153
379	0.211016906
380	0.2105954946
381	0.2101800936
382	0.2098030143
383	0.2093707807
384	0.2090829979
385	0.2087256299
386	0.2085216243
387	0.2082335867
388	0.207928067
389	0.2077719204
390	0.2074700352
391	0.2071026728
392	0.206818646
393	0.2064966985
394	0.2062736794
395	0.2058234792
396	0.2054189581
397	0.2050697018
398	0.2048210477
399	0.2044646152
400	0.2041900262
401	0.2040689184
402	0.203788086
403	0.2035568694
404	0.2031659679
405	0.2026978539
406	0.2024276608
407	0.2022694618
408	0.2019894964
409	0.2016838284
410	0.2014173484
411	0.2009244789
412	0.2005421407
413	0.2002824122
414	0.1999124217
415	0.1996438289
416	0.199348119
417	0.1990248025
418	0.1983876503
419	0.198191467
420	0.1979229247
421	0.19748601
422	0.1971892316
423	0.1969749109
424	0.1965656539
425	0.1962169645
426	0.1956352232
427	0.1953263563
428	0.1950775995
429	0.1948647895
430	0.1945827348
431	0.1942001966
432	0.1938309466
433	0.193626606
434	0.1932364362
435	0.1929206711
436	0.1926536917
437	0.1923761247
438	0.192154892
439	0.1917530985
440	0.1915911211
441	0.1913332769
442	0.1910821463
443	0.1907953672
444	0.1904018074
445	0.1902145916
446	0.1899449183
447	0.1895690904
448	0.189245046
449	0.1891092221
450	0.1887854722
451	0.188515394
452	0.188227409
453	0.188004413
454	0.1877400018
455	0.187558874
456	0.187159352
457	0.1868060476
458	0.1864086285
459	0.1861802554
460	0.1860096532
461	0.1857346142
462	0.1854905923
463	0.185236754
464	0.184935789
465	0.184682205
466	0.1843741588
467	0.1842144321
468	0.1838096309
469	0.1835503759
470	0.1833721097
471	0.1830369476
472	0.1826567859
473	0.1825191354
474	0.1821407041
475	0.1816998627
476	0.1815229616
477	0.1811482483
478	0.1808637644
479	0.1805248546
480	0.1801422164
481	0.1799817712
482	0.1796991897
483	0.1795387125
484	0.1793960185
485	0.1791919519
486	0.1789330607
487	0.1787013167
488	0.1784839735
489	0.178268498
490	0.1780527665
491	0.1776808544
492	0.1774092946
493	0.1771105055
494	0.1768711476
495	0.1766918052
496	0.1764622147
497	0.1761937119
498	0.175880002
499	0.1756668371
500	0.175300396
501	0.1750445311
502	0.1748151675
503	0.174640127
504	0.1744833086
505	0.1742075083
506	0.1738811297
507	0.1734455154
508	0.1732179597
509	0.1729177017
510	0.1727310644
511	0.1723019544
512	0.1720361973
513	0.1718136259
514	0.1716528043
515	0.1714023511
516	0.1711537789
517	0.1709007744
518	0.1707335024
519	0.1705213857
520	0.1702902575
521	0.1700523998
522	0.1697753992
523	0.1695886598
524	0.1693652495
525	0.169247396
526	0.1689483543
527	0.1685493937
528	0.1681911006
529	0.1680555679
530	0.1677778707
531	0.1675357022
532	0.1672772197
533	0.167081923
534	0.1669968878
535	0.1667456286
536	0.1665262478
537	0.1662652861
538	0.1660716292
539	0.1658187066
540	0.1656027988
541	0.1652930167
542	0.1650563901
543	0.1648321981
544	0.1646110539
545	0.1644140834
546	0.1642331478
547	0.1639438961
548	0.1637284256
549	0.1634984181
550	0.1631312156
551	0.1628552417
552	0.1626056652
553	0.1622558211
554	0.1620448559
555	0.1617856597
556	0.1616102798
557	0.1612865722
558	0.1610042192
559	0.1607931314
560	0.1605215869
561	0.1603596639
562	0.160161704
563	0.1598273845
564	0.1596231933
565	0.1595070417
566	0.1592882932
567	0.1590507866
568	0.15891392
569	0.1586627999
570	0.1583358758
571	0.1580824226
572	0.1578833392
573	0.1576363057
574	0.1573626034
575	0.1571282088
576	0.156809258
577	0.1566608056
578	0.1563894534
579	0.156145382
580	0.1559524811
581	0.1557880365
582	0.1556124006
583	0.1554186251
584	0.1552501576
585	0.1550137002
586	0.1547403594
587	0.1545961474
588	0.1542851925
589	0.1540556366
590	0.1538201785
591	0.1536474547
592	0.1534586381
593	0.1532516238
594	0.1530123597
595	0.1529852015
596	0.1527619054
597	0.1525485378
598	0.1523168257
599	0.1521944895
600	0.1519166434
601	0.1518597619
602	0.1516662215
603	0.1515050671
604	0.1513103252
605	0.1510670317
606	0.1507891257
607	0.1506252031
608	0.1504692597
609	0.1502025902
610	0.1499615529
611	0.1498032473
612	0.1495687511
613	0.149263483
614	0.1491473732
615	0.1489505367
616	0.1487495185
617	0.148527386
618	0.1483758375
619	0.1482752523
620	0.1480463144
621	0.1477937753
622	0.147532395
623	0.1474249956
624	0.1472622568
625	0.1470765881
626	0.1467632226
627	0.14650381
628	0.146373161
629	0.1461670564
630	0.1459726815
631	0.145775339
632	0.1456261362
633	0.1454496559
634	0.1453061038
635	0.1450359799
636	0.1448251157
637	0.1446070034
638	0.1443946856
639	0.1441699008
640	0.1439370648
641	0.1438689243
642	0.143722042
643	0.1436797298
644	0.1435579572
645	0.1434823027
646	0.14329276
647	0.1431268261
648	0.1429038795
649	0.1426765875
650	0.1425056381
651	0.142278045
652	0.142149656
653	0.1419371943
654	0.1416831939
655	0.1415368775
656	0.1412447653
657	0.1409385029
658	0.1407249974
659	0.1406393579
660	0.1403274734
661	0.1401016229
662	0.1399267236
663	0.13968698
664	0.1395158834
665	0.139387924
666	0.1391522884
667	0.1389213586
668	0.138628997
669	0.1384012337
670	0.1382421074
671	0.1379693389
672	0.1378756459
673	0.1376177616
674	0.1374080906
675	0.1372027892
676	0.1369447126
677	0.1367557093
678	0.1365484422
679	0.1363995647
680	0.136239265
681	0.1360199902
682	0.135911735
683	0.1356916977
684	0.1353980803
685	0.1353054926
686	0.1351427988
687	0.1350328021
688	0.134859273
689	0.1347057094
690	0.1344437632
691	0.134231986
692	0.1340964258
693	0.1339213013
694	0.1337778305
695	0.1335797958
696	0.1333329689
697	0.1331236198
698	0.1329752047
699	0.132800211
700	0.1325808538
701	0.1322864915
702	0.1321626457
703	0.1320687022
704	0.131813291
705	0.1316346078
706	0.131367345
707	0.1312077507
708	0.1310448811
709	0.1308984427
710	0.1308088072
711	0.1306736876
712	0.1304132312
713	0.1302211197
714	0.1301403068
715	0.1299637001
716	0.1298507743
717	0.1295902696
718	0.1294006269
719	0.1292119356
720	0.1289606754
721	0.1288153488
722	0.128620329
723	0.1284614093
724	0.1283048518
725	0.1281469637
726	0.1280112607
727	0.1278330577
728	0.1275812393
729	0.1273334817
730	0.1272660763
731	0.1271041428
732	0.1268553097
733	0.1267387131
734	0.1266206926
735	0.12644304
736	0.1261925807
737	0.1260429033
738	0.1258179614
739	0.125560755
740	0.1254402503
741	0.1253258753
742	0.1250737428
743	0.124913042
744	0.1247483047
745	0.1245636204
746	0.1243811214
747	0.1242161731
748	0.1239936692
749	0.1238987907
750	0.1237343929
751	0.1236207211
752	0.1234245916
753	0.1232430122
754	0.1231491489
755	0.1230717925
756	0.1228414944
757	0.1226191532
758	0.1224457679
759	0.1223156573
760	0.1221264694
761	0.1219380638
762	0.1217835037
763	0.1215972988
764	0.1214104556
765	0.1211928717
766	0.1210312821
767	0.1208576464
768	0.1206935781
769	0.1205816664
770	0.1203693421
771	0.1201496388
772	0.1198988257
773	0.1197186626
774	0.1195627665
775	0.1194500374
776	0.1192812107
777	0.1191634824
778	0.1190049824
779	0.1186986794
780	0.1185764816
781	0.1185715539
782	0.118495594
783	0.1183638254
784	0.1181871979
785	0.1180114362
786	0.1178088485
787	0.11759531
788	0.1174500582
789	0.1172400213
790	0.1170961373
791	0.1169642776
792	0.1168275682
793	0.1166209362
794	0.1164627009
795	0.1163813068
796	0.1162481616
797	0.1160529682
798	0.1158222064
799	0.1156191551
800	0.115500861
801	0.1154324591
802	0.1153128905
803	0.1151643942
804	0.1150139938
805	0.1148200046
806	0.1146585007
807	0.1145294416
808	0.1143615685
809	0.1142119153
810	0.1140602953
811	0.1138722897
812	0.1136894347
813	0.1136105357
814	0.113402504
815	0.1132855833
816	0.1131783114
817	0.1129943083
818	0.1128767493
819	0.1127161156
820	0.112508308
821	0.1123750265
822	0.1122472781
823	0.1121365639
824	0.1119074942
825	0.1116970256
826	0.1115083738
827	0.1113865101
828	0.1112684995
829	0.1111921583
830	0.111032052
831	0.1109081985
832	0.1107385257
833	0.1104977581
834	0.1103257265
835	0.1102041495
836	0.110112399
837	0.109969205
838	0.1099613383
839	0.1098378704
840	0.1097211497
841	0.1095631771
842	0.1094562546
843	0.1093044116
844	0.1091494077
845	0.1090820923
846	0.1089557415
847	0.1087423953
848	0.1085759121
849	0.1085002137
850	0.1084057208
851	0.1082425392
852	0.1081525016
853	0.108008811
854	0.1078763557
855	0.1077851579
856	0.1076663595
857	0.1075712503
858	0.1074993017
859	0.1074038508
860	0.1073045917
861	0.1071849496
862	0.1070618245
863	0.106919549
864	0.1067104867
865	0.1065385891
866	0.1063424794
867	0.1062374214
868	0.1061205271
869	0.1060075573
870	0.1058393656
871	0.1057061127
872	0.1055307564
873	0.1054191523
874	0.1053373967
875	0.1052010466
876	0.1050826064
877	0.1049008435
878	0.1048435824
879	0.1047278681
880	0.1046485022
881	0.1045380595
882	0.1042886659
883	0.1041412782
884	0.1040577141
885	0.1039400991
886	0.1037022057
887	0.1035716797
888	0.103351827
889	0.1031986865
890	0.1031078886
891	0.1029601712
892	0.1028028402
893	0.1026712079
894	0.1025887777
895	0.1023880227
896	0.1022519033
897	0.1021145434
898	0.1019618588
899	0.1017412348
900	0.1016100244
901	0.1015093403
902	0.1014107977
903	0.1012837326
904	0.1011273191
905	0.1009996893
906	0.100880535
907	0.100727768
908	0.100568945
909	0.1004131752
910	0.1003227421
911	0.1001990226
912	0.09997997526
913	0.09982606343
914	0.09966292359
915	0.09951207495
916	0.09933579572
917	0.09922031653
918	0.09911111533
919	0.09888437047
920	0.09871225203
921	0.09862480735
922	0.0984939573
923	0.09841116343
924	0.09823766831
925	0.09806907122
926	0.0979604776
927	0.09776414484
928	0.09761337201
929	0.09748065966
930	0.09737717171
931	0.09717390834
932	0.09707672146
933	0.09689939516
934	0.09676952406
935	0.09661526504
936	0.09644760734
937	0.09639224589
938	0.09618600503
939	0.09606484664
940	0.09597604615
941	0.09582210576
942	0.09568301104
943	0.09555428149
944	0.09542611777
945	0.09530139519
946	0.09509523453
947	0.09490212537
948	0.09486136678
949	0.0947375737
950	0.09457651371
951	0.09446869028
952	0.09432188377
953	0.09416049856
954	0.09399022485
955	0.09390945149
956	0.09379636307
957	0.09366257619
958	0.09352119617
959	0.09339792058
960	0.09333347615
961	0.09322151171
962	0.09313736423
963	0.09304510943
964	0.09294531093
965	0.09283702055
966	0.09261632625
967	0.09254163531
968	0.09237839879
969	0.0923550953
970	0.09224744546
971	0.09220981268
972	0.09207516112
973	0.09194469012
974	0.09182766616
975	0.09169586023
976	0.09160416357
977	0.09144728085
978	0.09136186657
979	0.09120091645
980	0.09105733463
981	0.09095293695
982	0.09078115802
983	0.09062051993
984	0.09052966487
985	0.09037349191
986	0.09026297666
987	0.09021178698
988	0.09011048875
989	0.08997483627
990	0.08980156749
991	0.08969590411
992	0.08957150455
993	0.08942925326
994	0.08935239458
995	0.08921289993
996	0.08914416726
997	0.0890017259
998	0.08882450838
999	0.08872594152
